Face_to_Face,Prerequisite_2,Currency_Time,Course_Lang,Faculty,Availability,Offline,Prerequisite_2_grade_2,Level_Code,Part_Time,Duration_Time,Website,University,Full_Time,Description,Country,Distance,Duration,Int_Fees,Online,Prerequisite_1_grade_1,Prerequisite_1,Course,City,Currency,Blended,Remarks
Yes,Equivalent AQF Degree Level,Years,English,Computer Science & Information Technology,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/computer-science-c2001?international=true,Monash University,Yes,"A Bachelor of Computer Science equips you to thrive in a diverse range of roles, from specialist programmer to forensic computer analyst. Guided by some of the greatest minds in the field, you’ll gain problem-solving, programming and analytical skills – and learn how to apply them in the real world.",Australia,No,3.0,"42,800",No,6.5,IELTS,Computer Science,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Computer Science & Information Technology,A,Yes,Year 12,BA,No,Year,https://www.monash.edu/study/courses/find-a-course/2021/computer-science-c3702?international=true,Monash University,Yes,"A Bachelor of Computer Science equips you to thrive in a diverse range of roles, from specialist programmer to forensic computer analyst. Guided by some of the greatest minds in the field, you’ll gain problem-solving, programming and analytical skills – and learn how to apply them in the real world.",Australia,No,1.0,"42,800",No,6.5,IELTS,Computer Science,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Computer Science & Information Technology,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/computer-science-advanced-c3001?international=true,Monash University,Yes,"The Bachelor of Computer Science Advanced (Honours) suits high achievers looking to enhance their research and programming skills – and gain hands-on experience. The course prepares you to fast track a masters, complete a PhD or pursue careers such as chief information officer and data architect.",Australia,No,4.0,"42,800",No,6.5,IELTS,Computer Science Advanced,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Law,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/criminology-a2008?international=true,Monash University,Yes,"In the Bachelor of Criminology at Monash, you’ll learn to identify credible evidence, understand how to measure and analyse the impact of policy, and develop solutions to real-world problems of crime and justice. Equip yourself with the skills and knowledge relevant to careers in Criminology.",Australia,No,3.0,"33,000",No,6.5,IELTS,Criminology,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Computer Science & Information Technology,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/criminology-and-information-technology-a2009?international=true,Monash University,Yes,"The Bachelor of Criminology and Bachelor of Information Technology double degree equips students with industry-relevant specialist skills to prepare for working and living in a world of constant technological, environmental, political and population change.",Australia,No,4.0,"42,800",No,6.5,IELTS,Criminology and Information Technology,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Creative Arts & Design & Music,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/design-f2010?international=true,Monash University,Yes,"With specialisations in Communication Design, Industrial Design, Spatial Design or Collaborative Design, our Bachelor of Design degree responds to the increasing global demand for designers who can respond to the complexity of contemporary global society, be inclusive and ethical and contribute sustainably. Our most complex challenges are a call to action for all designers.",Australia,No,3.0,"34,100",No,6.5,IELTS,Design,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Creative Arts & Design & Music,A,Yes,Year 12,BA,No,Year,https://www.monash.edu/study/courses/find-a-course/2021/design-f3703?international=true,Monash University,Yes,"With specialisations in Communication Design, Industrial Design, Spatial Design or Collaborative Design, our Bachelor of Design degree responds to the increasing global demand for designers who can respond to the complexity of contemporary global society, be inclusive and ethical and contribute sustainably. Our most complex challenges are a call to action for all designers.",Australia,No,1.0,"32,860",No,6.5,IELTS,Design,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Business & Economics,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/design-and-business-f2011?international=true,Monash University,Yes,Gain the entrepreneurial edge by combining design and business in the double degree to learn contemporary design thinking and production skills while developing the business knowledge to support your creative endeavours or those of others.,Australia,No,4.0,"45,000",No,6.5,IELTS,Design and Business,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Computer Science & Information Technology,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/design-and-information-technology-f2012?international=true,Monash University,Yes,"Create ‘smart’ products, sophisticated interactive tools, or the next generation of gaming devices or wearable technologies. You’ll graduate with two degrees, able to develop solutions that combine compelling design with the latest technologies.",Australia,No,4.0,"42,800",No,6.5,IELTS,Design and Information Technology,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Mass Communication & Media,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/design-and-media-communication-f2009?international=true,Monash University,Yes,"Design and Media Communication unite in this unique, globally-relevant double degree that blends the visual language of design with the literary and narrative skills of professional communication.",Australia,No,4.0,"33,800",No,6.5,IELTS,Design and Media Communication,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Business & Economics,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/economics-b2031?international=true,Monash University,Yes,"The Bachelor of Economics is all about exploring the principles our economy is built on, and analysing decisions in a commercial context. Learn to think analytically, solve problems logically, and make informed commercial decisions.",Australia,No,3.0,"45,000",No,6.5,IELTS,Economics,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Creative Arts & Design & Music,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/education-and-arts-d3002?international=true,Monash University,Yes,"The Bachelor of Education (Honours) and Bachelor of Arts is a double degree course that will provide you with a high quality education in the arts, humanities and social sciences and prepare you to offer students the same in primary or secondary schools.",Australia,No,3.0,"34,000",No,6.5,IELTS,Education and Arts,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Business & Economics,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/education-and-business-d3007?international=true,Monash University,Yes,The Bachelor of Education (Honours) and Bachelor of Business is a double degree course that will provide you with a high quality education in business and prepare you to offer students the same in primary or secondary schools.,Australia,No,3.0,"45,000",No,6.5,IELTS,Education and Business,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Creative Arts & Design & Music,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/education-and-fine-art-d3006?international=true,Monash University,Yes,The Bachelor of Education (Honours) and Bachelor of Fine Art is a double degree course that will provide you with a high quality education in fine art and prepare you to work in primary or secondary schools.,Australia,No,3.0,"34,000",No,6.5,IELTS,Education and Fine Art,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Creative Arts & Design & Music,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/education-and-music-d3004?international=true,Monash University,Yes,The Bachelor of Education (Honours) and Bachelor of Music is a double degree course that will provide you with a high quality education in music and prepare you to offer students the same in primary or secondary schools.,Australia,No,3.0,"34,000",No,6.5,IELTS,Education and Music,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Science and Health Science,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/education-and-science-d3005?international=true,Monash University,Yes,The Bachelor of Education (Honours) and Bachelor of Science is a double degree course that will provide you with a high quality education in science and prepare you to offer students the same in primary or secondary schools.,Australia,No,3.0,"43,500",No,6.5,IELTS,Education and Science,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Science and Health Science,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/engineering-engineering-2612?international=true,Monash University,Yes,The Bachelor of Education (Honours) and Bachelor of Science is a double degree course that will provide you with a high quality education in science and prepare you to offer students the same in primary or secondary schools.,Australia,No,3.0,"43,500",No,6.5,IELTS,Education and Science,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Engineering,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/engineering-e3001?international=true,Monash University,Yes,"Bachelor of Engineering (Honours) qualifies you to be an accredited professional engineer. It develops problem solving skills and is strengthened by integrated work placement, and practical hands-on design-and-build activities. Engineers have forged some of the greatest developments in society.",Australia,No,4.0,"46,000",No,6.5,IELTS,Engineering,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Engineering,A,Yes,Year 12,PG,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/engineering-and-advanced-engineering-e6003?international=true,Monash University,Yes,"Bachelor of Engineering (Honours) / Masters is a vertical double degree pathway. This is an accelerated program for students to attain both a Bachelor of Engineering (Honours) and an expert master’s degree in Advanced Engineering, in just five years.",Australia,No,5.0,"[<strong>International Students - Full Fee</strong>, <strong>A$44,400.</strong>, <strong>A$44,400.",No,6.5,IELTS,Engineering and Advanced Engineering,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Engineering,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/engineering-and-architectural-design-e3009?international=true,Monash University,Yes,"Be a multifaceted built environment professional with this double degree in engineering and architectural design double degree. You'll provide important leadership in the design and construction of the built environment, collaborating with architects, engineers, builders and other design professionals.",Australia,No,5.0,"46,000",No,6.5,IELTS,Engineering and Architectural Design,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Engineering,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/engineering-and-arts-e3002?international=true,Monash University,Yes,"Bachelor of Engineering and Arts is a double degree focusing on real world problems to illustrate the interaction between engineering and society, and introduces the range of engineering disciplines available. The engineering/arts double degree offers diversity, flexibility and more career choices.",Australia,No,5.0,"46,000",No,6.5,IELTS,Engineering and Arts,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Engineering,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/engineering-and-biomedical-science-e3004?international=true,Monash University,Yes,"Engineering and Biomedical science is a double degree that can lead to a rewarding career designing medical technology to improve human lives. The course lets you to combine one additional disciplines such as; anatomy, biochemistry, clinical medicine, epidemiology, preventative medicine, and more",Australia,No,5.0,"46,000",No,6.5,IELTS,Engineering and Biomedical Science,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Engineering,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/engineering-and-commerce-e3005?international=true,Monash University,Yes,"Engineering and Commerce is a double degree combination that develops business skills and complements the qualities that make engineers competent business leaders: problem solving skills, planning skills, their focus on the future and continuous improvement.",Australia,No,5.0,"46,000",No,6.5,IELTS,Engineering and Commerce,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Engineering,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/engineering-and-computer-science-e3010?international=true,Monash University,Yes,"Engineering and computer science is a double degree course offering theoretical and practical skills to solve engineering problems, create cutting-edge controller software, pair electrical and computer systems engineering or software engineering with computer science to create innovative solutions.",Australia,No,5.0,"46,000",No,6.5,IELTS,Engineering and Computer Science,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Engineering,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/engineering-and-design-e3012?international=true,Monash University,Yes,Do you have an eye for form and function? Do you like to build things? Gain the technical and project management skills of an engineer with the creativity and manufacturing know-how of an industrial designer in this highly-rewarding double degree.,Australia,No,5.0,"46,000",No,6.5,IELTS,Engineering and Design,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Engineering,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/engineering-and-information-technology-e3011?international=true,Monash University,Yes,Engineering and Information Technology is a double degree focusing on creative and problem solving skills to use IT in engineering applications. IT underpins engineering practice in all disciplines and industry needs graduates with skills and expertise spanning both.,Australia,No,5.0,"46,000",No,6.5,IELTS,Engineering and Information Technology,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Engineering,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/engineering-and-pharmaceutical-science-e3008?international=true,Monash University,Yes,Engineering and Pharmaceutical science is a unique and rare double degree. This degree produces professionals capable of covering the full spectrum of the pharmaceutical product design and development process.,Australia,No,5.0,"46,000",No,6.5,IELTS,Engineering and Pharmaceutical Science,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Engineering,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/engineering-and-science-e3007?international=true,Monash University,Yes,"A Bachelor of Engineering and Science focuses on real life problems to help understand the interaction between engineering and society. The combinations of engineering and science fields are almost limitless, providing many possible career choices.",Australia,No,5.0,"46,000",No,6.5,IELTS,Engineering and Science,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Business & Economics,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/finance-b2034?international=true,Monash University,Yes,"If you're interested in how to invest and manage money, a Bachelor of Finance could be for you. You'll explore corporate finance, equities and investments, debt markets and fixed income securities, financial modelling and international finance.",Australia,No,3.0,"45,000",No,6.5,IELTS,Finance,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Creative Arts & Design & Music,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/fine-art-f2003?international=true,Monash University,Yes,"Our Bachelor of Fine Art enables you to create an art practice of relevance and value to contemporary culture, whether you choose to specialise in Fine Art to become an artist or alternatively select Art History and Curating.",Australia,No,3.0,"32,860",No,6.5,IELTS,Fine Art,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Creative Arts & Design & Music,A,Yes,Year 12,BA,No,Year,https://www.monash.edu/study/courses/find-a-course/2021/fine-art-f3701?international=true,Monash University,Yes,"Our Bachelor of Fine Art enables you to create an art practice of relevance and value to contemporary culture, whether you choose to specialise in Fine Art to become an artist or alternatively select Art History and Curating.",Australia,No,1.0,"32,860",No,6.5,IELTS,Fine Art,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Business & Economics,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/fine-art-and-business-f2007?international=true,Monash University,Yes,"Make your mark in the creative industries by combining your curatorial knowledge or artistic talents with entrepreneurial skills. You'll graduate with two degrees, able to pursue a career in either field separately, or together as a creative practitioner with first-class business skills.",Australia,No,4.0,"45,000",No,6.5,IELTS,Fine Art and Business,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Computer Science & Information Technology,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/fine-art-and-information-technology-f2006?international=true,Monash University,Yes,Merge your fine art skills with information technology to help shape the future of areas like interactive media or games development. By blending traditional fine art making with cutting-edge IT theories you’ll graduate ready to push the boundaries of the growing intersection of IT and fine art.,Australia,No,4.0,"42,800",No,6.5,IELTS,Fine Art and Information Technology,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Mass Communication & Media,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/fine-art-and-media-communication-f2013?international=true,Monash University,Yes,This industry-focused degree positions you as a contemporary art and communication specialist with the ability to work across the global media industry as a multi-skilled professional.,Australia,No,4.0,"42,800",No,6.5,IELTS,Fine Art and Media Communication,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Business & Economics,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/global-studies-a2001?international=true,Monash University,Yes,"With the Bachelor of Global Studies, you’ll break down global challenges and formulate innovative solutions. Studying overseas is integral to the course – choose from a range of international opportunities from the Global Immersion Guarantee, study tours, or studying at a prestigious partner uni.",Australia,No,3.0,"33,000",No,6.5,IELTS,Global Studies,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Computer Science & Information Technology,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/global-studies-and-information-technology-a2015?international=true,Monash University,Yes,"Learn how to critically analyse global challenges facing communities around the world, while exploring a broad range of areas in IT including cybersecurity and game developing. You could be designing a game for social change or building an app that connects societies.",Australia,No,4.0,"33,000",No,6.5,IELTS,Global Studies and Information Technology,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,English,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/health-sciences-m2014?international=true,Monash University,Yes,"The Bachelor of Health Sciences allows you to apply scientific approaches to improve health challenges, keeping in mind physiological, behavioural, developmental, social and environmental aspects of human health. Have the opportunity to tailor your degree to pursue a variety of health science careers.",Australia,No,3.0,"34,200",No,6.5,IELTS,Health Sciences,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,English,A,Yes,Year 12,BA,No,Year,https://www.monash.edu/study/courses/find-a-course/2021/higher-education-d0501?international=true,Monash University,Yes,"The Bachelor of Health Sciences allows you to apply scientific approaches to improve health challenges, keeping in mind physiological, behavioural, developmental, social and environmental aspects of human health. Have the opportunity to tailor your degree to pursue a variety of health science careers.",Australia,No,1.0,"34,200",No,6.5,IELTS,Health Sciences,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,English,A,Yes,Year 12,BA,No,Year,https://www.monash.edu/study/courses/find-a-course/2021/information-technology-2638?international=true,Monash University,Yes,"The Bachelor of Health Sciences allows you to apply scientific approaches to improve health challenges, keeping in mind physiological, behavioural, developmental, social and environmental aspects of human health. Have the opportunity to tailor your degree to pursue a variety of health science careers.",Australia,No,1.0,"34,200",No,6.5,IELTS,Health Sciences,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Computer Science & Information Technology,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/information-technology-c2000?international=true,Monash University,Yes,"The Bachelor of Information Technology lets you explore critical areas in IT - while gaining key skills and industry experience. Learning from the best, choose from a comprehensive range of majors and minors that leads to careers such as cloud architect, cybersecurity specialist and games developer.",Australia,No,3.0,"42,800",No,6.5,IELTS,Information Technology,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Computer Science & Information Technology,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/information-technology-and-arts-c2002?international=true,Monash University,Yes,"Gain technical expertise in IT and a rich understanding of society. Through the Bachelor of Information Technology and Arts, a double degree, you’ll learn how to shape and manage current and emerging technologies – while developing strong communication, research and critical thinking skills.",Australia,No,4.0,"42,800",No,6.5,IELTS,Information Technology and Arts,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Computer Science & Information Technology,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/information-technology-and-science-c2003?international=true,Monash University,Yes,"Develop a skillset in high demand through the Bachelor of Information Technology and Science. Blending industry projects with diverse disciplines such as human pathology and games development, this comprehensive double degree equips you to advance science with IT.",Australia,No,4.0,"43,500",No,6.5,IELTS,Information Technology and Science,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Business & Economics,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/international-business-b2005?international=true,Monash University,Yes,"In a Bachelor of International Business, you'll learn to operate in international business settings and gain the skills required to do business in different countries and environments. Many new and exciting business opportunities have resulted from rapid globalisation.",Australia,No,2.0,"45,000",No,6.5,IELTS,International Business,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Business & Economics,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/international-business-and-arts-b2038?international=true,Monash University,Yes,"Why study a double degree in International Business and Arts? With International Business, you'll learn the intricacies of doing business in different countries and environments. With Arts, you can choose from almost 40 major and minor areas of study and follow your passions and career goals.",Australia,No,2.0,"45,000",No,6.5,IELTS,International Business and Arts,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Business & Economics,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/international-business-and-arts-b2038?international=true,Monash University,Yes,"Why study a double degree in International Business and Arts? With International Business, you'll learn the intricacies of doing business in different countries and environments. With Arts, you can choose from almost 40 major and minor areas of study and follow your passions and career goals.",Australia,No,2.0,"45,000",No,6.5,IELTS,International Business and Arts,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Language & Literature,A,Yes,Year 12,DIP,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/languages-a0501?international=true,Monash University,Yes,"A Diploma of Languages allows you to study a language while also learning about culture, society and history. Whether you are an absolute beginner or a native speaker, you can choose from Chinese, French, German, Indonesian, Italian, Japanese, Korean and Spanish.",Australia,No,2.0,"33,000",No,6.5,IELTS,Languages,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Language & Literature,A,Yes,Year 12,DIP,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/languages-a0501?international=true,Monash University,Yes,"A Diploma of Languages allows you to study a language while also learning about culture, society and history. Whether you are an absolute beginner or a native speaker, you can choose from Chinese, French, German, Indonesian, Italian, Japanese, Korean and Spanish.",Australia,No,2.0,"33,000",No,6.5,IELTS,Languages,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Law,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/laws-l3001?international=true,Monash University,Yes,"The Monash LLB (Hons) provides you with practical knowledge of the Australian legal system. Monash Law is the only law school in Australia to guarantee a clinical legal experience. Work on real cases with real clients, under supervision of expert lawyers, while earning credit towards your degree.",Australia,No,2.0,"42,000",No,7.0,IELTS,Laws,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Law,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/laws-and-arts-l3003?international=true,Monash University,Yes,Laws and Arts is a double degree which allows you to complement your practical knowledge of the Australian legal system with a grounding in arts and humanities. Choose from a large number of exciting specialisations and tailor your studies to a field you are passionate about.,Australia,No,2.0,"42,000",No,7.0,IELTS,Laws and Arts,Melbourne,AUD,No,
