Face_to_Face,Prerequisite_2,Currency_Time,Course_Lang,Faculty,Availability,Offline,Prerequisite_2_grade_2,Level_Code,Part_Time,Duration_Time,Website,University,Full_Time,Description,Country,Distance,Duration,Int_Fees,Online,Prerequisite_1_grade_1,Prerequisite_1,Course,City,Currency,Blended,Remarks
Yes,Equivalent AQF Degree Level,Years,English,Medical and Nursing,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/laws-and-biomedical-science-l3004?international=true,Monash University,Yes,"Laws and Biomedical Science is a double degree which combines practical knowledge of the Australian legal system with an understanding of anatomy, epidemiology and preventative medicine, genetics, immunology, microbiology and pharmacology for a career in either field, or one which combines the two.",Australia,No,2.0,"42,000",No,7.0,IELTS,Laws and Biomedical Science,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Business & Economics,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/laws-and-commerce-l3005?international=true,Monash University,Yes,"Laws and Commerce is a double degree which provides a foundation in accounting, finance, economics, management and marketing, and a practical knowledge of the Australian legal system. You will develop a thorough legal and commercial understanding of business and trade.",Australia,No,2.0,"45,000",No,7.0,IELTS,Laws and Commerce,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Computer Science & Information Technology,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/laws-and-computer-science-l3011?international=true,Monash University,Yes,Laws and Computer Science is a double degree which equips you with the skills of the future. Combine the practical research and analytical expertise of a legal professional with the skills to create software that solves real-world problems.,Australia,No,2.0,"42,800",No,7.0,IELTS,Laws and Computer Science,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Law,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/laws-and-criminology-l3012?international=true,Monash University,Yes,"Laws and Criminology is a double degree which provides a deep understanding of the causes and consequences of crime, and how the Australian legal system can respond. This degree presents career opportunities for students who want to solve demanding problems and make a real social impact.",Australia,No,2.0,"42,000",No,7.0,IELTS,Laws and Criminology,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Engineering,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/laws-and-engineering-l3002?international=true,Monash University,Yes,"Laws and Engineering is a double degree which develops your powers of analysis and legal reasoning, as well as building the creative thinking and technical skills required in your chosen field of engineering. This degree presents career options for either field, or one which combines the two.",Australia,No,2.0,"46,000",No,7.0,IELTS,Laws and Engineering,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Business & Economics,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/laws-and-global-studies-l3009?international=true,Monash University,Yes,"Laws and Global Studies is a double degree that provides a solid foundation in the concepts, procedures and reasoning of the Australian legal system and the research, analytical and communication skills of the legal profession with the skills to be a leader in social change.",Australia,No,2.0,"42,000",No,7.0,IELTS,Laws and Global Studies,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Computer Science & Information Technology,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/laws-and-information-technology-l3010?international=true,Monash University,Yes,Laws and Information Technology is a double degree combining practical knowledge of the Australian legal system with an understanding of how information technologies are evolving to meet individual and organisational needs. This degree offers a range of exciting career opportunities.,Australia,No,5.0,"42,800",No,7.0,IELTS,Laws and Information Technology,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Law,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/laws-and-music-l3006?international=true,Monash University,Yes,"Laws and Music is a double degree which provides the practical knowledge of a law degree with the creative discipline of music. This degree offers career opportunities in either field, or one which combines the two.",Australia,No,5.0,"42,000",No,7.0,IELTS,Laws and Music,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Humanities and Social Science,A,Yes,Year 12,BA,No,Years,"https://www.monash.edu/study/courses/find-a-course/2021/laws-and-politics,-philosophy-and-economics-l3013?international=true",Monash University,Yes,"Laws and Politics, Philosophy and Economics is a double degree which equips you with skills of the future. This double degree will allow you to complement your practical knowledge of the Australian legal system with a grounding in Politics, Philosophy and Economics.",Australia,No,5.0,"42,000",No,7.0,IELTS,"Laws and Politics, Philosophy and Economics",Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Law,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/laws-and-science-l3007?international=true,Monash University,Yes,"Laws and Science is a double degree which provides practical legal skills and an awareness of the complex interaction between science and society. Students gain practical knowledge of the Australian legal system, as well as specialising in a chosen scientific field.",Australia,No,5.0,"43,500",No,7.0,IELTS,Laws and Science,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Creative Arts & Design & Music,A,Yes,Year 12,DIP,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/liberal-arts-a0502?international=true,Monash University,Yes,"A Diploma of Liberal Arts allows you to pursue in-depth study in either humanities, which builds your knowledge about the way we communicate or how the past has affected the present; or social sciences, which focuses on your ability to analyse societies and explain relationships within these.",Australia,No,5.0,"33,000",No,7.0,IELTS,Liberal Arts,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Creative Arts & Design & Music,A,Yes,Year 12,DIP,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/liberal-arts-a0502?international=true,Monash University,Yes,"A Diploma of Liberal Arts allows you to pursue in-depth study in either humanities, which builds your knowledge about the way we communicate or how the past has affected the present; or social sciences, which focuses on your ability to analyse societies and explain relationships within these.",Australia,No,5.0,"33,000",No,7.0,IELTS,Liberal Arts,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Business & Economics,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/marketing-b2036?international=true,Monash University,Yes,"In the Bachelor of Marketing, you'll build an extensive toolbox of skills to succeed as a professional marketer. Learn everything from social media, advertising, digital marketing and campaign planning to consumer behaviour, market research, branding, marketing strategy and data analysis.",Australia,No,3.0,"45,000",No,6.5,IELTS,Marketing,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Business & Economics,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/marketing-and-arts-b2039?international=true,Monash University,Yes,"Why study a double degree in Marketing and Arts? With Marketing, you'll explore social media, advertising, consumer behaviour, campaign planning, market research, strategy, data analysis, branding and digital marketing. With Arts, you can choose from almost 40 major and minor areas of study.",Australia,No,4.0,"45,000",No,6.5,IELTS,Marketing and Arts,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Business & Economics,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/marketing-and-media-communication-b2044?international=true,Monash University,Yes,"Why study Marketing and Media Communication? With Marketing, you'll explore social media, advertising, consumer behaviour, campaign planning, market research, strategy, data analysis, branding and digital marketing. With Media Communication, you'll build a practical portfolio of work.",Australia,No,4.0,"45,000",No,6.5,IELTS,Marketing and Media Communication,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Mass Communication & Media,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/media-communication-a2002?international=true,Monash University,Yes,"With the Bachelor of Media Communication, you can specialise in journalism, media, public relations or screen, and build a portfolio of real work. Learn from leading industry professionals and use the same sound, recording and editing equipment as global professional media in our Media Lab.",Australia,No,3.0,"33,000",No,6.5,IELTS,Media Communication,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Mass Communication & Media,A,Yes,Year 12,BA,No,Year,https://www.monash.edu/study/courses/find-a-course/2021/medical-science-m3701?international=true,Monash University,Yes,"With the Bachelor of Media Communication, you can specialise in journalism, media, public relations or screen, and build a portfolio of real work. Learn from leading industry professionals and use the same sound, recording and editing equipment as global professional media in our Media Lab.",Australia,No,1.0,"68,000",No,6.5,IELTS,Media Communication,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Medical and Nursing,A,Yes,Year 12,PG,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/medical-science-and-medicine-m6011?international=true,Monash University,Yes,"The Bachelor of Medical Science and Doctor of Medicine is a 5-year direct entry medical degree, which can be completed straight from high school. This course provides you with the knowledge, clinical skills and practical medical training needed to become a doctor.",Australia,No,5.0,"79,700</strong>, <strong>DOMESTIC STUDENTS ONLY",No,7.0,IELTS,Medical Science and Medicine,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Medical and Nursing,A,Yes,Year 12,PG,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/monash-access-program-d0001?international=true,Monash University,Yes,"The Bachelor of Medical Science and Doctor of Medicine is a 4-year graduate medical degree, preparing you to become a doctor. This course is designed for students with a Monash undergraduate degree and combines an integrated medical curriculum with clinical training in Victorian hospitals.",Australia,No,6.0,"79,700",No,7.0,IELTS,Medical Science and Medicine,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Creative Arts & Design & Music,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/music-a2003?international=true,Monash University,Yes,"Advance your practical skills, collaborate with international artists and study with accomplished teaching staff in the Bachelor of Music at Monash. Develop advanced skills and knowledge in Composition and Music Technology, Ethnomusicology and Musicology, Music Performance or Popular Music.",Australia,No,3.0,"33,000",No,6.5,IELTS,Music,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Creative Arts & Design & Music,A,Yes,Year 12,BA,No,Year,https://www.monash.edu/study/courses/find-a-course/2021/music-a3702?international=true,Monash University,Yes,"Advance your practical skills, collaborate with international artists and study with accomplished teaching staff in the Bachelor of Music at Monash. Develop advanced skills and knowledge in Composition and Music Technology, Ethnomusicology and Musicology, Music Performance or Popular Music.",Australia,No,1.0,"33,000",No,6.5,IELTS,Music,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Medical and Nursing,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/nursing-m2006?international=true,Monash University,Yes,"The Bachelor of Nursing degree trains you to become a registered nurse in 3 years. Through our accredited nursing course, you’ll gain the knowledge, clinical skills and placement experience to provide high-quality nursing care and make a difference to your patients.",Australia,No,3.0,"35,000",No,7.0,IELTS,Nursing,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Medical and Nursing,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/nursing-m2006?international=true,Monash University,Yes,"The Bachelor of Nursing degree trains you to become a registered nurse in 3 years. Through our accredited nursing course, you’ll gain the knowledge, clinical skills and placement experience to provide high-quality nursing care and make a difference to your patients.",Australia,No,3.0,"35,000",No,7.0,IELTS,Nursing,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Medical and Nursing,A,Yes,Year 12,BA,No,Year,https://www.monash.edu/study/courses/find-a-course/2021/nursing-m3704?international=true,Monash University,Yes,"The Bachelor of Nursing degree trains you to become a registered nurse in 3 years. Through our accredited nursing course, you’ll gain the knowledge, clinical skills and placement experience to provide high-quality nursing care and make a difference to your patients.",Australia,No,1.0,"35,000",No,7.0,IELTS,Nursing,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Medical and Nursing,A,Yes,Year 12,BA,No,Year,https://www.monash.edu/study/courses/find-a-course/2021/nursing-m3704?international=true,Monash University,Yes,"The Bachelor of Nursing degree trains you to become a registered nurse in 3 years. Through our accredited nursing course, you’ll gain the knowledge, clinical skills and placement experience to provide high-quality nursing care and make a difference to your patients.",Australia,No,1.0,"35,000",No,7.0,IELTS,Nursing,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Medical and Nursing,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/nursing-and-midwifery-m3007?international=true,Monash University,Yes,"The Bachelor of Nursing and Bachelor of Midwifery (Honours) prepares you to become a registered nurse or midwife in four years. Through our accredited nursing course, this joint degree allows you to pursue nursing and midwifery careers in a range of healthcare settings in the private and public sector.",Australia,No,4.0,"35,000",No,7.0,IELTS,Nursing and Midwifery,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Medical and Nursing,A,Yes,Year 12,BA,No,Year,https://www.monash.edu/study/courses/find-a-course/2021/nutrition-m3703?international=true,Monash University,Yes,"The Bachelor of Nursing and Bachelor of Midwifery (Honours) prepares you to become a registered nurse or midwife in four years. Through our accredited nursing course, this joint degree allows you to pursue nursing and midwifery careers in a range of healthcare settings in the private and public sector.",Australia,No,1.0,"38,300",No,7.0,IELTS,Nursing and Midwifery,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Computer Science & Information Technology,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/nutrition-science-m2001?international=true,Monash University,Yes,"A Bachelor of Nutrition Science degree trains you in human nutrition, preparing you to register as an associate nutritionist in Australia and the United Kingdom. This course explores the science behind nutrition, exploring nutrition across the lifespan, food in society, and the role of nutrition in health and disease.",Australia,No,3.0,"38,300",No,6.5,IELTS,Nutrition Science,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Science and Health Science,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/occupational-therapy-m3001?international=true,Monash University,Yes,"A Bachelor of Occupational Therapy (Honours) degree prepares you to qualify as an occupational therapist. In this accredited program, you’ll learn how to help people of all ages participate in everyday activities, and the gain knowledge, skills and practical experience needed for a career in occupational therapy.",Australia,No,4.0,"41,900",No,6.5,IELTS,Occupational Therapy,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Medical and Nursing,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/paramedicine-m2011?international=true,Monash University,Yes,"A Bachelor of Paramedicine degree prepares you to qualify as a registered paramedic and deliver emergency health care in a range of settings. This accredited course gives you the paramedic skills, knowledge and clinical experience to assess life-threatening situations, provide out-of-hospital care and save lives.",Australia,No,3.0,"34,200",No,6.5,IELTS,Paramedicine,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Medical and Nursing,A,Yes,Year 12,BA,No,Year,https://www.monash.edu/study/courses/find-a-course/2021/paramedicine-m3707?international=true,Monash University,Yes,"You will undertake a guided advanced studies program in an aspect of 
community-based emergency health and an approved research project under the supervision of a member of the academic or research staff.",Australia,No,1.0,"34,200",No,7.0,IELTS,Paramedicine,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Computer Science & Information Technology,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/physiotherapy-m3002?international=true,Monash University,Yes,"A Bachelor of Physiotherapy (Honours) is a degree preparing you to qualify as a physiotherapist, and treat a range of health conditions. Our course is taught by expert physiotherapists and provides you with the knowledge, skills and clinical experience needed to prepare for a rewarding career in physiotherapy.",Australia,No,4.0,"46,900",No,7.0,IELTS,Physiotherapy,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Humanities and Social Science,A,Yes,Year 12,BA,No,Years,"https://www.monash.edu/study/courses/find-a-course/2021/politics,-philosophy-and-economics-a2010?international=true",Monash University,Yes,"Discover how to transform big ideas into real results by studying at the creative intersection between three disciplines. By engaging with researchers and industry leaders, you’ll apply abstract knowledge to pressing problems, graduating as an informed thinker with a job-ready skill set.",Australia,No,3.0,"38,000",No,6.5,IELTS,"Politics, Philosophy and Economics",Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Humanities and Social Science,A,Yes,Year 12,BA,No,Years,"https://www.monash.edu/study/courses/find-a-course/2021/politics,-philosophy-and-economics-and-arts-a2013?international=true",Monash University,Yes,"This double degree combines the deep focus of the Bachelor of Politics, Philosophy (PPE) and Economics and the flexibility of the Bachelor of Arts. The PPE is an elite program designed for deep thinkers who want to have a real impact. By studying at the creative intersection between three disciplines Politics and governance, Philosophy and Economic analysis, you’ll learn how to transform big ideas into tangible results.",Australia,No,4.0,"38,000",No,6.5,IELTS,"Politics, Philosophy and Economics and Arts",Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Science and Health Science,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/psychology-m3005?international=true,Monash University,Yes,"This double degree combines the deep focus of the Bachelor of Politics, Philosophy (PPE) and Economics and the flexibility of the Bachelor of Arts. The PPE is an elite program designed for deep thinkers who want to have a real impact. By studying at the creative intersection between three disciplines Politics and governance, Philosophy and Economic analysis, you’ll learn how to transform big ideas into tangible results.",Australia,No,4.0,"34,200",No,6.5,IELTS,Psychology,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,English,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/public-health-m2012?international=true,Monash University,Yes,"A Bachelor of Public Health degree focuses on communities rather than individuals, promoting good health, preventing disease, and managing illness and disability. It includes health promotion, epidemiology, biomedical sciences, forensic medicine, social sciences, health data management and global health.",Australia,No,3.0,"34,200",No,6.5,IELTS,Public Health,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Science and Health Science,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/radiation-sciences-m2017?international=true,Monash University,Yes,"The Bachelor of Radiation Sciences prepares you to play an important role in shaping the future of health.  Our course trains you in medical radiation science as well as health and patient care, and you have the choice of two specialisations: radiation sciences or informatics.",Australia,No,3.0,"35,000",No,6.5,IELTS,Radiation Sciences,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Mass Communication & Media,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/radiography-and-medical-imaging-m3006?international=true,Monash University,Yes,"A Bachelor of Radiography and Medical Imaging (Honours) degree provides you with the skills and experience to become a registered radiographer. Learn how use different medical imaging techniques including x-ray, computed tomography (CT), ultrasound and magnetic resonance imaging (MRI) from experienced radiographers.",Australia,No,4.0,"46,900",No,7.0,IELTS,Radiography and Medical Imaging,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Mass Communication & Media,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/science-education-2646?international=true,Monash University,Yes,"A Bachelor of Radiography and Medical Imaging (Honours) degree provides you with the skills and experience to become a registered radiographer. Learn how use different medical imaging techniques including x-ray, computed tomography (CT), ultrasound and magnetic resonance imaging (MRI) from experienced radiographers.",Australia,No,4.0,"46,900",No,7.0,IELTS,Radiography and Medical Imaging,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Mass Communication & Media,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/science-2637?international=true,Monash University,Yes,"A Bachelor of Radiography and Medical Imaging (Honours) degree provides you with the skills and experience to become a registered radiographer. Learn how use different medical imaging techniques including x-ray, computed tomography (CT), ultrasound and magnetic resonance imaging (MRI) from experienced radiographers.",Australia,No,4.0,"46,900",No,7.0,IELTS,Radiography and Medical Imaging,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Science and Health Science,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/science-s2000?international=true,Monash University,Yes,This degree aims to provide students with an experience in independent analysis and research in their chosen field of expertise. Discover why.,Australia,No,3.0,"43,500",No,6.5,IELTS,Science,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Science and Health Science,A,Yes,Year 12,BA,No,Year,https://www.monash.edu/study/courses/find-a-course/2021/science-s3701?international=true,Monash University,Yes,This degree aims to provide students with an experience in independent analysis and research in their chosen field of expertise. Discover why.,Australia,No,1.0,"43,500",No,6.5,IELTS,Science,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Business & Economics,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/science-advanced-global-challenges-s3001?international=true,Monash University,Yes,"The Bachelor of Science Advanced - Global Challenges (Honours) includes formal training in leadership, persuasive communication, and hands-on practice in transforming an idea into a business or social enterprise. Fundamental to the program is an in-depth exploration of the big issues of our time.",Australia,No,4.0,"48,000",No,7.0,IELTS,Science Advanced - Global Challenges,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Engineering,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/science-advanced-research-s3002?international=true,Monash University,Yes,"Bachelor of Science Advanced - Research (Honours) is a course designed for students intending to pursue a career as a research scientist. Graduates can expect to find employment in a variety of research careers, including scientific research work in both the university and industrial sectors.",Australia,No,4.0,"44,500",No,7.0,IELTS,Science Advanced - Research,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Creative Arts & Design & Music,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/science-and-arts-s2006?international=true,Monash University,Yes,"Bachelor of Science and Arts is a double degree combining science with studies in arts, humanities or social sciences. This course provides powerful communication and critical thinking skills coupled with a strong technological or scientific base. It offers many study areas to choose from.",Australia,No,4.0,"43,500",No,6.5,IELTS,Science and Arts,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Medical and Nursing,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/science-and-biomedical-science-s2007?international=true,Monash University,Yes,Science and Biomedical Science is a double degree course providing comprehensive foundations in fundamental sciences complemented by specialist biomedical sciences. This course provides the knowledge and skills of the applied aspects of biomedical science and the more theoretical focus.,Australia,No,4.0,"43,500",No,6.5,IELTS,Science and Biomedical Science,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Computer Science & Information Technology,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/science-and-computer-science-s2004?international=true,Monash University,Yes,"Science and Computer Science is a double degree course providing highly transferable skillset, while developing scientific thinking, critical analysis, problem solving, computational and complex IT skills, and maximising opportunities for employment related to information technology and science.",Australia,No,4.0,"43,500",No,6.5,IELTS,Science and Computer Science,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Business & Economics,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/science-and-global-studies-s2003?international=true,Monash University,Yes,Science and Global studies is a double degree providing the skillset to understand complex challenges facing cultures and communities around the world and the opportunity to apply knowledge to affect change. This study combination allows global thinking as well as overseas travel.,Australia,No,4.0,"43,500",No,6.5,IELTS,Science and Global Studies,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Creative Arts & Design & Music,A,Yes,Year 12,BA,No,Years,https://www.monash.edu/study/courses/find-a-course/2021/science-and-music-s2005?international=true,Monash University,Yes,"Science and Music, a double degree university course designed to offer a broad range of choice and alternatives when commencing a career. This course has the potential to open many options and making the most of scientific and/or musical talents.",Australia,No,4.0,"43,500",No,6.5,IELTS,Science and Music,Melbourne,AUD,No,
Yes,Equivalent AQF Degree Level,Years,English,Creative Arts & Design & Music,A,Yes,Year 12,BA,No,Year,https://www.monash.edu/study/courses/find-a-course/2021/tertiary-studies-d0502?international=true,Monash University,Yes,"Science and Music, a double degree university course designed to offer a broad range of choice and alternatives when commencing a career. This course has the potential to open many options and making the most of scientific and/or musical talents.",Australia,No,1.0,"43,500",No,6.5,IELTS,Science and Music,Melbourne,AUD,No,
